texto,sentimiento,compañía
La señal de @PersonalPy es inestable todo el tiempo,negativo,@PersonalPy
"Excelente servicio de @TigoParaguay, muy satisfecho",positivo,@TigoParaguay
"Todo perfecto con @ClaroPY, buena señal y atención",positivo,@ClaroPY
Las facturas de @ClaroPY siempre vienen claras y sin errores,positivo,@ClaroPY
Con @ClaroPY no he tenido novedades importantes,neutro,@ClaroPY
Estoy satisfecho con la velocidad de respuesta de @TigoParaguay,positivo,@TigoParaguay
"No tuve grandes problemas con @TigoParaguay, pero tampoco sorpresas",neutro,@TigoParaguay
Gran cobertura y atención personalizada de @PersonalPy,positivo,@PersonalPy
El internet de @ClaroPY no se cae nunca,positivo,@ClaroPY
El precio de @PersonalPy está dentro del promedio,neutro,@PersonalPy
Con @TigoParaguay tengo días buenos y otros no tanto,neutro,@TigoParaguay
Confío plenamente en el servicio de @TigoParaguay,positivo,@TigoParaguay
Cobertura muy deficiente la de @TigoParaguay,negativo,@TigoParaguay
Servicio muy profesional el de @TigoParaguay,positivo,@TigoParaguay
@TigoParaguay tiene la mejor relación calidad-precio,positivo,@TigoParaguay
"@TigoParaguay podría mejorar, pero no me ha ido mal",neutro,@TigoParaguay
"No me puedo quejar demasiado de @PersonalPy, es aceptable",neutro,@PersonalPy
Llevo más de una semana esperando que @PersonalPy me llame,negativo,@PersonalPy
"Todo perfecto con @TigoParaguay, buena señal y atención",positivo,@TigoParaguay
"@ClaroPY es una estafa, nada funciona bien",negativo,@ClaroPY
"Muy buena cobertura en mi zona, gracias @ClaroPY",positivo,@ClaroPY
@TigoParaguay es ideal para videollamadas y juegos online,positivo,@TigoParaguay
Me quedé sin servicio de @TigoParaguay justo en una videollamada,negativo,@TigoParaguay
Decepcionado completamente con @ClaroPY,negativo,@ClaroPY
Los cortes de servicio son frecuentes con @PersonalPy,negativo,@PersonalPy
"Servicio estándar de @PersonalPy, cumple con lo básico",neutro,@PersonalPy
No tengo quejas ni elogios por @TigoParaguay,neutro,@TigoParaguay
@PersonalPy no responde mis reclamos desde hace días,negativo,@PersonalPy
Con @ClaroPY el internet se cae cada rato,negativo,@ClaroPY
@PersonalPy tiene el mejor internet que he probado,positivo,@PersonalPy
Todo funciona muy bien desde que estoy con @ClaroPY,positivo,@ClaroPY
Estoy harto de los cortes con @ClaroPY,negativo,@ClaroPY
Confío plenamente en el servicio de @ClaroPY,positivo,@ClaroPY
Cada mes tengo problemas con la facturación de @PersonalPy,negativo,@PersonalPy
"Algunas zonas tienen buena señal, otras no tanto con @PersonalPy",neutro,@PersonalPy
@ClaroPY no responde mis reclamos desde hace días,negativo,@ClaroPY
Con @ClaroPY no he tenido novedades importantes,neutro,@ClaroPY
La conexión con @PersonalPy es aceptable en general,neutro,@PersonalPy
"Estoy considerando cambiar de proveedor, @PersonalPy no cumple",negativo,@PersonalPy
@TigoParaguay tiene días buenos y otros no tanto,neutro,@TigoParaguay
En mi zona @TigoParaguay funciona mejor que las demás,positivo,@TigoParaguay
Cobertura regular de @ClaroPY en zonas rurales,neutro,@ClaroPY
"Puedo usar mi celular con @PersonalPy, pero no es nada especial",neutro,@PersonalPy
"Pésimo servicio de @PersonalPy, sin señal todo el día",negativo,@PersonalPy
Demasiado caro para un servicio tan malo el de @ClaroPY,negativo,@ClaroPY
"No puedo confiar en @PersonalPy, siempre falla",negativo,@PersonalPy
Ningún problema con @ClaroPY en más de un año,positivo,@ClaroPY
"@TigoParaguay es una estafa, nada funciona bien",negativo,@TigoParaguay
"Servicio estándar de @TigoParaguay, cumple con lo básico",neutro,@TigoParaguay
No puedo ni navegar con la lentitud de @TigoParaguay,negativo,@TigoParaguay
@PersonalPy me da más dolores de cabeza que soluciones,negativo,@PersonalPy
Confío plenamente en el servicio de @ClaroPY,positivo,@ClaroPY
No noto diferencia importante desde que estoy con @PersonalPy,neutro,@PersonalPy
"@TigoParaguay funciona normal, nada fuera de lo común",neutro,@TigoParaguay
Estoy encantado con la estabilidad de @ClaroPY,positivo,@ClaroPY
"No hay mucha diferencia con otras, @TigoParaguay es común",neutro,@TigoParaguay
@TigoParaguay no responde mis reclamos desde hace días,negativo,@TigoParaguay
Las actualizaciones de la app de @ClaroPY mejoran mucho la experiencia,positivo,@ClaroPY
Los cortes de servicio son frecuentes con @PersonalPy,negativo,@PersonalPy
Cada mes tengo problemas con la facturación de @TigoParaguay,negativo,@TigoParaguay
"@TigoParaguay podría mejorar, pero no me ha ido mal",neutro,@TigoParaguay
"@TigoParaguay funciona normal, nada fuera de lo común",neutro,@TigoParaguay
Estoy harto de los cortes con @TigoParaguay,negativo,@TigoParaguay
"No me puedo quejar demasiado de @TigoParaguay, es aceptable",neutro,@TigoParaguay
@TigoParaguay cumple lo justo con lo que promete,neutro,@TigoParaguay
"Muy buena cobertura en mi zona, gracias @ClaroPY",positivo,@ClaroPY
Decepcionado completamente con @PersonalPy,negativo,@PersonalPy
"@PersonalPy tiene sus altibajos, pero no es tan mala",neutro,@PersonalPy
"Servicio estándar de @PersonalPy, cumple con lo básico",neutro,@PersonalPy
La señal de @ClaroPY es inestable todo el tiempo,negativo,@ClaroPY
Estoy feliz con el rendimiento de @PersonalPy,positivo,@PersonalPy
"Excelente servicio de @PersonalPy, muy satisfecho",positivo,@PersonalPy
@ClaroPY me resulta útil aunque algo limitada,neutro,@ClaroPY
Pésima experiencia con el soporte técnico de @PersonalPy,negativo,@PersonalPy
En mi zona @TigoParaguay no se destaca ni falla mucho,neutro,@TigoParaguay
"No me molesta usar @PersonalPy, pero tampoco me entusiasma",neutro,@PersonalPy
"Estoy considerando cambiar de proveedor, @TigoParaguay no cumple",negativo,@TigoParaguay
"No tuve grandes problemas con @TigoParaguay, pero tampoco sorpresas",neutro,@TigoParaguay
Gran cobertura y atención personalizada de @PersonalPy,positivo,@PersonalPy
"No es la mejor ni la peor, @ClaroPY está bien",neutro,@ClaroPY
Todo funciona muy bien desde que estoy con @ClaroPY,positivo,@ClaroPY
@PersonalPy me sorprendió con su velocidad,positivo,@PersonalPy
La señal de @PersonalPy es inestable todo el tiempo,negativo,@PersonalPy
Llevo días sin internet gracias a @PersonalPy,negativo,@PersonalPy
Con @ClaroPY tengo buena señal hasta en viajes largos,positivo,@ClaroPY
"Pésimo servicio de @TigoParaguay, sin señal todo el día",negativo,@TigoParaguay
@TigoParaguay cumple lo justo con lo que promete,neutro,@TigoParaguay
"Todo perfecto con @TigoParaguay, buena señal y atención",positivo,@TigoParaguay
Pésima experiencia con el soporte técnico de @ClaroPY,negativo,@ClaroPY
La conexión con @TigoParaguay es aceptable en general,neutro,@TigoParaguay
Estoy harto de los cortes con @TigoParaguay,negativo,@TigoParaguay
Estoy harto de los cortes con @PersonalPy,negativo,@PersonalPy
"No puedo confiar en @ClaroPY, siempre falla",negativo,@ClaroPY
Estoy encantado con la estabilidad de @PersonalPy,positivo,@PersonalPy
Estoy satisfecho con la velocidad de respuesta de @ClaroPY,positivo,@ClaroPY
@TigoParaguay da soluciones rápidas incluso en fin de semana,positivo,@TigoParaguay
Confío plenamente en el servicio de @ClaroPY,positivo,@ClaroPY
En mi zona @ClaroPY funciona mejor que las demás,positivo,@ClaroPY
"Con @ClaroPY tengo lo que espero, nada más",neutro,@ClaroPY
Las actualizaciones de la app de @ClaroPY mejoran mucho la experiencia,positivo,@ClaroPY
"Puedo usar mi celular con @ClaroPY, pero no es nada especial",neutro,@ClaroPY
La conexión de @TigoParaguay es decente para tareas básicas,neutro,@TigoParaguay
El internet de @TigoParaguay no se cae nunca,positivo,@TigoParaguay
Confío plenamente en el servicio de @TigoParaguay,positivo,@TigoParaguay
Nunca tienen solución para mis problemas en @ClaroPY,negativo,@ClaroPY
Me cambié a @TigoParaguay y fue la mejor decisión,positivo,@TigoParaguay
Es un servicio aceptable el de @ClaroPY,neutro,@ClaroPY
En mi zona @PersonalPy funciona mejor que las demás,positivo,@PersonalPy
"Pésimo servicio de @ClaroPY, sin señal todo el día",negativo,@ClaroPY
Pésima experiencia con el soporte técnico de @ClaroPY,negativo,@ClaroPY
Llevo más de una semana esperando que @PersonalPy me llame,negativo,@PersonalPy
Con @TigoParaguay no he tenido novedades importantes,neutro,@TigoParaguay
"Todo perfecto con @ClaroPY, buena señal y atención",positivo,@ClaroPY
Desde que contraté @PersonalPy todo es un desastre,negativo,@PersonalPy
Estoy satisfecho con la velocidad de respuesta de @PersonalPy,positivo,@PersonalPy
Con @TigoParaguay tengo días buenos y otros no tanto,neutro,@TigoParaguay
@PersonalPy me sorprendió con su velocidad,positivo,@PersonalPy
Cobertura muy deficiente la de @ClaroPY,negativo,@ClaroPY
Con @TigoParaguay el internet se cae cada rato,negativo,@TigoParaguay
Nunca tienen solución para mis problemas en @PersonalPy,negativo,@PersonalPy
"No tuve grandes problemas con @ClaroPY, pero tampoco sorpresas",neutro,@ClaroPY
"No me molesta usar @TigoParaguay, pero tampoco me entusiasma",neutro,@TigoParaguay
"No tuve grandes problemas con @TigoParaguay, pero tampoco sorpresas",neutro,@TigoParaguay
Los cortes de servicio son frecuentes con @PersonalPy,negativo,@PersonalPy
"Muy buena cobertura en mi zona, gracias @ClaroPY",positivo,@ClaroPY
Es un servicio aceptable el de @TigoParaguay,neutro,@TigoParaguay
@TigoParaguay me resulta útil aunque algo limitada,neutro,@TigoParaguay
@TigoParaguay me sorprendió con su velocidad,positivo,@TigoParaguay
Confío plenamente en el servicio de @PersonalPy,positivo,@PersonalPy
Cobertura muy deficiente la de @TigoParaguay,negativo,@TigoParaguay
El internet de @PersonalPy no se cae nunca,positivo,@PersonalPy
Decepcionado completamente con @ClaroPY,negativo,@ClaroPY
@PersonalPy me resulta útil aunque algo limitada,neutro,@PersonalPy
@PersonalPy es ideal para videollamadas y juegos online,positivo,@PersonalPy
"Gracias @TigoParaguay, resolvieron mi problema muy rápido",positivo,@TigoParaguay
"Pésimo servicio de @TigoParaguay, sin señal todo el día",negativo,@TigoParaguay
"No me molesta usar @TigoParaguay, pero tampoco me entusiasma",neutro,@TigoParaguay
Estoy feliz con el rendimiento de @TigoParaguay,positivo,@TigoParaguay
Llevo días sin internet gracias a @PersonalPy,negativo,@PersonalPy
Con @ClaroPY tengo días buenos y otros no tanto,neutro,@ClaroPY
No noto diferencia importante desde que estoy con @PersonalPy,neutro,@PersonalPy
El precio de @TigoParaguay está dentro del promedio,neutro,@TigoParaguay
"Todo depende del lugar, con @PersonalPy es muy variable",neutro,@PersonalPy
No puedo ni navegar con la lentitud de @PersonalPy,negativo,@PersonalPy
La app de @PersonalPy no sirve para nada,negativo,@PersonalPy
Con @PersonalPy el internet se cae cada rato,negativo,@PersonalPy
@PersonalPy tiene días buenos y otros no tanto,neutro,@PersonalPy
"Gracias @ClaroPY, resolvieron mi problema muy rápido",positivo,@ClaroPY
Siempre resuelven mis consultas de forma amable en @PersonalPy,positivo,@PersonalPy
En mi zona @ClaroPY no se destaca ni falla mucho,neutro,@ClaroPY
@TigoParaguay me da más dolores de cabeza que soluciones,negativo,@TigoParaguay
La atención al cliente de @TigoParaguay fue impecable,positivo,@TigoParaguay
La atención al cliente de @TigoParaguay fue impecable,positivo,@TigoParaguay
Me cambié a @PersonalPy y fue la mejor decisión,positivo,@PersonalPy
La conexión con @ClaroPY es aceptable en general,neutro,@ClaroPY
"No es la mejor ni la peor, @TigoParaguay está bien",neutro,@TigoParaguay
Con @ClaroPY tengo buena señal hasta en viajes largos,positivo,@ClaroPY
Todo el barrio tiene problemas con @TigoParaguay,negativo,@TigoParaguay
Mi conexión con @ClaroPY siempre es rápida,positivo,@ClaroPY
@ClaroPY da soluciones rápidas incluso en fin de semana,positivo,@ClaroPY
El plan prometía mucho y @ClaroPY no cumplió nada,negativo,@ClaroPY
Llevo más de una semana esperando que @TigoParaguay me llame,negativo,@TigoParaguay
La conexión de @TigoParaguay es decente para tareas básicas,neutro,@TigoParaguay
@PersonalPy da soluciones rápidas incluso en fin de semana,positivo,@PersonalPy
Mi experiencia con @PersonalPy es neutra hasta ahora,neutro,@PersonalPy
"Estoy considerando cambiar de proveedor, @TigoParaguay no cumple",negativo,@TigoParaguay
"En general el servicio de @TigoParaguay es estable, aunque sin destacar",neutro,@TigoParaguay
Nunca tienen solución para mis problemas en @ClaroPY,negativo,@ClaroPY
"@PersonalPy mejora constantemente su red, lo noto cada mes",positivo,@PersonalPy
El router que me dio @PersonalPy vive fallando,negativo,@PersonalPy
Cada mes tengo problemas con la facturación de @PersonalPy,negativo,@PersonalPy
@PersonalPy me sorprendió con su velocidad,positivo,@PersonalPy
Uso @ClaroPY solo para cosas simples y me alcanza,neutro,@ClaroPY
"Puedo usar mi celular con @PersonalPy, pero no es nada especial",neutro,@PersonalPy
"No puedo confiar en @TigoParaguay, siempre falla",negativo,@TigoParaguay
@ClaroPY me da más dolores de cabeza que soluciones,negativo,@ClaroPY
Ningún problema con @PersonalPy en más de un año,positivo,@PersonalPy
Mi conexión con @TigoParaguay siempre es rápida,positivo,@TigoParaguay
Con @ClaroPY no he tenido novedades importantes,neutro,@ClaroPY
"No puedo confiar en @PersonalPy, siempre falla",negativo,@PersonalPy
Nunca más vuelvo a contratar @PersonalPy,negativo,@PersonalPy
"@ClaroPY podría mejorar, pero no me ha ido mal",neutro,@ClaroPY
@PersonalPy no responde mis reclamos desde hace días,negativo,@PersonalPy
No tengo quejas ni elogios por @ClaroPY,neutro,@ClaroPY
El internet de @ClaroPY no se cae nunca,positivo,@ClaroPY
@TigoParaguay tiene el mejor internet que he probado,positivo,@TigoParaguay
"En general el servicio de @PersonalPy es estable, aunque sin destacar",neutro,@PersonalPy
"En general el servicio de @TigoParaguay es estable, aunque sin destacar",neutro,@TigoParaguay
El precio de @TigoParaguay está dentro del promedio,neutro,@TigoParaguay
No noto diferencia importante desde que estoy con @PersonalPy,neutro,@PersonalPy
El precio de @ClaroPY está dentro del promedio,neutro,@ClaroPY
Demasiado caro para un servicio tan malo el de @ClaroPY,negativo,@ClaroPY
@TigoParaguay tiene la mejor relación calidad-precio,positivo,@TigoParaguay
Mi conexión con @ClaroPY siempre es rápida,positivo,@ClaroPY
Llevo días sin internet gracias a @TigoParaguay,negativo,@TigoParaguay
El router que me dio @ClaroPY vive fallando,negativo,@ClaroPY
El precio de @PersonalPy está dentro del promedio,neutro,@PersonalPy
Los cortes de servicio son frecuentes con @PersonalPy,negativo,@PersonalPy
@ClaroPY me resulta útil aunque algo limitada,neutro,@ClaroPY
En mi zona @PersonalPy no se destaca ni falla mucho,neutro,@PersonalPy
Todo el barrio tiene problemas con @PersonalPy,negativo,@PersonalPy
Malísima atención al cliente en @TigoParaguay,negativo,@TigoParaguay
@TigoParaguay cumple lo justo con lo que promete,neutro,@TigoParaguay
"Con @TigoParaguay tengo lo que espero, nada más",neutro,@TigoParaguay
"Muy buena cobertura en mi zona, gracias @PersonalPy",positivo,@PersonalPy
El internet de @TigoParaguay no se cae nunca,positivo,@TigoParaguay
Siempre resuelven mis consultas de forma amable en @TigoParaguay,positivo,@TigoParaguay
@TigoParaguay no responde mis reclamos desde hace días,negativo,@TigoParaguay
El plan prometía mucho y @PersonalPy no cumplió nada,negativo,@PersonalPy
"@PersonalPy funciona normal, nada fuera de lo común",neutro,@PersonalPy
@TigoParaguay tiene la mejor relación calidad-precio,positivo,@TigoParaguay
Desde que contraté @ClaroPY todo es un desastre,negativo,@ClaroPY
Nunca tienen solución para mis problemas en @ClaroPY,negativo,@ClaroPY
Desde que contraté @ClaroPY todo es un desastre,negativo,@ClaroPY
"No tuve grandes problemas con @TigoParaguay, pero tampoco sorpresas",neutro,@TigoParaguay
"@TigoParaguay es una estafa, nada funciona bien",negativo,@TigoParaguay
El precio de @TigoParaguay está dentro del promedio,neutro,@TigoParaguay
No noto diferencia importante desde que estoy con @PersonalPy,neutro,@PersonalPy
"@TigoParaguay tiene sus altibajos, pero no es tan mala",neutro,@TigoParaguay
"Con @ClaroPY tengo lo que espero, nada más",neutro,@ClaroPY
"No tuve grandes problemas con @ClaroPY, pero tampoco sorpresas",neutro,@ClaroPY
"Excelente servicio de @TigoParaguay, muy satisfecho",positivo,@TigoParaguay
Servicio muy profesional el de @TigoParaguay,positivo,@TigoParaguay
Mi conexión con @ClaroPY siempre es rápida,positivo,@ClaroPY
Los cortes de servicio son frecuentes con @ClaroPY,negativo,@ClaroPY
Uso @TigoParaguay solo para cosas simples y me alcanza,neutro,@TigoParaguay
"No me puedo quejar demasiado de @PersonalPy, es aceptable",neutro,@PersonalPy
Es un servicio aceptable el de @ClaroPY,neutro,@ClaroPY
@TigoParaguay me resulta útil aunque algo limitada,neutro,@TigoParaguay
La conexión con @ClaroPY es aceptable en general,neutro,@ClaroPY
